filename,r,g,b,class
train/apples/apple_445.jpg,255,255,255,0
train/apples/apple_446.jpg,179,38,28,0
train/apples/apple_447.jpg,171,37,28,0
train/apples/apple_448.jpg,198,98,98,0
train/apples/apple_449.jpg,164,33,23,0
train/apples/apple_450.jpg,185,38,46,0
train/apples/apple_451.jpg,159,43,44,0
train/apples/apple_452.jpg,133,26,36,0
train/apples/apple_454.jpg,137,26,17,0
train/apples/apple_455.jpg,255,255,255,0
train/apples/apple_456.jpg,202,42,30,0
train/apples/apple_459.jpg,177,68,74,0
train/apples/apple_461.jpg,192,62,64,0
train/apples/apple_462.jpg,188,65,60,0
train/apples/apple_463.jpg,70,10,22,0
train/apples/apple_464.jpg,196,52,44,0
train/apples/apple_467.jpg,237,123,122,0
train/apples/apple_469.jpg,255,255,255,0
train/apples/apple_47.jpg,255,255,255,0
train/apples/apple_470.jpg,202,108,96,0
train/apples/apple_471.jpg,255,255,255,0
train/apples/apple_472.jpg,255,255,255,0
train/apples/apple_473.jpg,255,255,255,0
train/apples/apple_474.jpg,255,255,255,0
train/apples/apple_475.jpg,107,18,24,0
train/apples/apple_476.jpg,167,33,32,0
train/apples/apple_48.jpg,255,255,255,0
train/apples/apple_480.jpg,154,35,27,0
train/apples/apple_481.jpg,186,50,60,0
train/apples/apple_482.jpg,120,27,35,0
train/apples/apple_484.jpg,175,63,59,0
train/apples/apple_488.jpg,255,255,255,0
train/apples/apple_489.jpg,255,255,255,0
train/apples/apple_490.jpg,185,38,28,0
train/apples/apple_491.jpg,225,85,114,0
train/apples/apple_492.jpg,158,56,54,0
train/apples/apple_493.jpg,164,79,82,0
train/apples/apple_495.jpg,161,34,25,0
train/apples/apple_496.jpg,250,250,250,0
train/apples/apple_497.jpg,189,96,63,0
train/apples/apple_5.jpg,255,255,255,0
train/apples/apple_500.jpg,93,49,62,0
train/apples/apple_501.jpg,255,255,255,0
train/apples/apple_502.jpg,190,56,63,0
train/apples/apple_503.jpg,255,255,255,0
train/apples/apple_504.jpg,147,28,30,0
train/apples/apple_507.jpg,111,19,22,0
train/apples/apple_509.jpg,176,47,41,0
train/apples/apple_51.jpg,255,255,255,0
train/apples/apple_510.jpg,255,255,255,0
train/apples/apple_511.jpg,124,59,65,0
train/apples/apple_512.jpg,163,32,22,0
train/apples/apple_513.jpg,255,255,255,0
train/apples/apple_515.jpg,255,255,255,0
train/apples/apple_516.jpg,255,255,255,0
train/apples/apple_518.jpg,241,136,68,0
train/apples/apple_519.jpg,207,117,127,0
train/apples/apple_52.jpg,132,31,21,0
train/apples/apple_520.jpg,166,63,56,0
train/apples/apple_527.jpg,165,62,55,0
train/apples/apple_528.jpg,140,31,24,0
train/apples/apple_529.jpg,185,83,68,0
train/apples/apple_53.jpg,167,34,25,0
train/apples/apple_530.jpg,241,153,141,0
train/apples/apple_537.jpg,164,33,23,0
train/apples/apple_538.jpg,237,126,98,0
train/apples/apple_539.jpg,255,255,255,0
train/apples/apple_54.jpg,139,66,77,0
train/apples/apple_541.jpg,158,70,69,0
train/apples/apple_545.jpg,101,16,9,0
train/apples/apple_548.jpg,148,52,54,0
train/apples/apple_55.jpg,157,65,68,0
train/apples/apple_550.jpg,140,59,66,0
train/apples/apple_554.jpg,255,255,255,0
train/apples/apple_56.jpg,183,79,80,0
train/apples/apple_562.jpg,116,44,47,0
train/apples/apple_566.jpg,149,30,24,0
train/apples/apple_567.jpg,241,155,132,0
train/apples/apple_568.jpg,190,66,68,0
train/apples/apple_569.jpg,223,118,63,0
train/apples/apple_57.jpg,148,56,59,0
train/apples/apple_571.jpg,201,87,86,0
train/apples/apple_574.jpg,159,43,44,0
train/apples/apple_575.jpg,169,35,24,0
train/apples/apple_576.jpg,255,255,255,0
train/apples/apple_578.jpg,155,58,49,0
train/apples/apple_579.jpg,155,73,79,0
train/apples/apple_58.jpg,139,76,85,0
train/apples/apple_581.jpg,186,39,29,0
train/apples/apple_582.jpg,111,19,22,0
train/apples/apple_584.jpg,255,255,255,0
train/apples/apple_585.jpg,255,255,255,0
train/apples/apple_586.jpg,128,27,35,0
train/apples/apple_587.jpg,240,126,125,0
train/apples/apple_589.jpg,123,22,14,0
train/apples/apple_59.jpg,255,255,255,0
train/apples/apple_590.jpg,216,76,77,0
train/apples/apple_599.jpg,165,34,24,0
train/apples/apple_60.jpg,255,255,255,0
train/apples/apple_600.jpg,255,255,255,0
train/apples/apple_601.jpg,255,255,255,0
train/apples/apple_607.jpg,255,255,255,0
train/apples/apple_608.jpg,161,34,27,0
train/apples/apple_61.jpg,172,38,29,0
train/apples/apple_614.jpg,141,68,75,0
train/apples/apple_615.jpg,169,62,68,0
train/apples/apple_619.jpg,146,47,41,0
train/apples/apple_62.jpg,197,93,94,0
train/apples/apple_620.jpg,255,255,255,0
train/apples/apple_623.jpg,155,36,28,0
train/apples/apple_624.jpg,132,31,21,0
train/apples/apple_625.jpg,186,93,104,0
train/apples/apple_626.jpg,154,65,69,0
train/apples/apple_627.jpg,144,60,73,0
train/apples/apple_628.jpg,185,81,82,0
train/apples/apple_629.jpg,124,23,31,0
train/apples/apple_63.jpg,164,33,23,0
train/apples/apple_630.jpg,255,255,255,0
train/apples/apple_631.jpg,228,96,91,0
train/apples/apple_632.jpg,255,255,255,0
train/apples/apple_633.jpg,180,38,28,0
train/apples/apple_634.jpg,197,91,93,0
train/apples/apple_635.jpg,164,33,23,0
train/apples/apple_636.jpg,164,45,47,0
train/apples/apple_637.jpg,136,32,41,0
train/apples/apple_638.jpg,255,255,255,0
train/apples/apple_64.jpg,160,44,45,0
train/apples/apple_640.jpg,255,255,255,0
train/apples/apple_641.jpg,255,255,255,0
train/apples/apple_642.jpg,255,255,255,0
train/apples/apple_643.jpg,203,43,31,0
train/apples/apple_646.jpg,179,66,72,0
train/apples/apple_648.jpg,193,63,65,0
train/apples/apple_649.jpg,185,64,56,0
train/apples/apple_65.jpg,137,31,41,0
train/apples/apple_650.jpg,70,10,22,0
train/apples/apple_651.jpg,181,40,33,0
train/apples/apple_654.jpg,239,131,128,0
train/apples/apple_656.jpg,255,255,255,0
train/apples/apple_657.jpg,206,108,97,0
train/apples/apple_659.jpg,255,255,255,0
train/apples/apple_66.jpg,255,255,255,0
train/apples/apple_660.jpg,255,255,255,0
train/apples/apple_661.jpg,255,255,255,0
train/apples/apple_662.jpg,107,18,24,0
train/apples/apple_663.jpg,173,35,33,0
train/apples/apple_665.jpg,145,41,40,0
train/apples/apple_667.jpg,154,35,27,0
train/apples/apple_668.jpg,186,50,60,0
train/apples/apple_669.jpg,120,27,35,0
train/apples/apple_673.jpg,255,255,255,0
train/apples/apple_674.jpg,255,255,255,0
train/apples/apple_675.jpg,185,38,28,0
train/apples/apple_676.jpg,219,77,103,0
train/apples/apple_678.jpg,156,54,52,0
train/apples/apple_679.jpg,153,74,77,0
train/apples/apple_68.jpg,255,255,255,0
train/apples/apple_681.jpg,161,34,25,0
train/apples/apple_682.jpg,147,40,32,0
train/apples/apple_684.jpg,255,255,255,0
train/apples/apple_685.jpg,255,255,255,0
train/apples/apple_687.jpg,91,47,60,0
train/apples/apple_688.jpg,255,255,255,0
train/apples/apple_689.jpg,191,57,64,0
train/apples/apple_69.jpg,255,255,255,0
train/apples/apple_690.jpg,128,32,33,0
train/apples/apple_691.jpg,255,255,255,0
train/apples/apple_692.jpg,109,20,14,0
train/apples/apple_694.jpg,177,47,45,0
train/apples/apple_696.jpg,103,17,20,0
train/apples/apple_698.jpg,255,255,255,0
train/apples/apple_699.jpg,127,51,55,0
train/apples/apple_70.jpg,255,255,255,0
train/apples/apple_700.jpg,166,34,22,0
train/apples/apple_701.jpg,255,255,255,0
train/apples/apple_702.jpg,255,255,255,0
train/apples/apple_703.jpg,223,223,223,0
train/apples/apple_704.jpg,255,255,255,0
train/apples/apple_705.jpg,255,255,255,0
train/apples/apple_706.jpg,241,136,68,0
train/apples/apple_707.jpg,182,62,72,0
train/apples/apple_708.jpg,168,61,53,0
train/apples/apple_71.jpg,203,43,31,0
train/apples/apple_714.jpg,168,64,55,0
train/apples/apple_715.jpg,180,65,60,0
train/apples/apple_716.jpg,175,71,58,0
train/apples/apple_718.jpg,238,140,127,0
train/apples/apple_725.jpg,166,33,24,0
train/apples/apple_726.jpg,220,80,81,0
train/apples/apple_728.jpg,158,70,69,0
train/apples/apple_731.jpg,150,32,22,0
train/apples/apple_735.jpg,152,54,55,0
train/apples/apple_736.jpg,77,97,60,0
train/apples/apple_738.jpg,141,60,67,0
train/apples/apple_739.jpg,255,255,255,0
train/apples/apple_74.jpg,255,255,255,0
train/apples/apple_741.jpg,255,255,255,0
train/apples/apple_743.jpg,255,255,255,0
train/apples/apple_749.jpg,116,44,47,0
train/apples/apple_752.jpg,151,39,38,0
train/apples/apple_753.jpg,239,158,131,0
train/apples/apple_754.jpg,190,66,68,0
train/apples/apple_756.jpg,197,85,83,0
train/apples/apple_757.jpg,181,73,60,0
train/apples/apple_76.jpg,192,62,64,0
train/apples/apple_760.jpg,159,41,41,0
train/apples/apple_761.jpg,137,33,42,0
train/apples/apple_762.jpg,172,35,25,0
train/apples/apple_763.jpg,255,255,255,0
train/apples/apple_764.jpg,255,255,255,0
train/apples/apple_765.jpg,155,73,79,0
train/apples/apple_766.jpg,133,37,39,0
train/apples/apple_768.jpg,183,59,59,0
train/apples/apple_769.jpg,255,255,255,0
train/apples/apple_77.jpg,182,67,70,0
train/apples/apple_770.jpg,255,255,255,0
train/apples/apple_771.jpg,142,31,40,0
train/apples/apple_772.jpg,237,123,122,0
train/apples/apple_774.jpg,238,139,107,0
train/apples/apple_777.jpg,144,37,19,0
train/apples/apple_78.jpg,70,10,22,0
train/apples/apple_780.jpg,255,255,255,0
train/apples/apple_786.jpg,164,33,23,0
train/apples/apple_788.jpg,255,255,255,0
train/apples/apple_79.jpg,255,255,255,0
train/apples/apple_794.jpg,255,255,255,0
train/apples/apple_8.jpg,103,17,20,0
train/apples/apple_800.jpg,168,61,67,0
train/apples/apple_804.jpg,255,255,255,0
train/apples/apple_805.jpg,159,58,50,0
train/apples/apple_806.jpg,112,51,56,0
train/apples/apple_810.jpg,150,35,28,0
train/apples/apple_811.jpg,167,34,25,0
train/apples/apple_812.jpg,159,70,74,0
train/apples/apple_813.jpg,173,70,73,0
train/apples/apple_814.jpg,124,23,31,0
train/apples/apple_815.jpg,142,59,69,0
train/apples/apple_816.jpg,255,255,255,0
train/apples/apple_817.jpg,255,255,255,0
train/apples/apple_818.jpg,180,38,28,0
train/apples/apple_819.jpg,170,36,27,0
train/apples/apple_82.jpg,236,88,86,0
train/apples/apple_820.jpg,204,106,107,0
train/apples/apple_821.jpg,164,33,23,0
train/apples/apple_822.jpg,182,37,42,0
train/apples/apple_823.jpg,159,43,44,0
train/apples/apple_824.jpg,136,32,41,0
train/apples/apple_825.jpg,255,255,255,0
train/apples/apple_827.jpg,255,255,255,0
train/apples/apple_828.jpg,255,255,255,0
train/apples/apple_829.jpg,255,255,255,0
train/apples/apple_830.jpg,203,43,31,0
train/apples/apple_833.jpg,190,81,86,0
train/apples/apple_835.jpg,195,65,65,0
train/apples/apple_836.jpg,70,10,22,0
train/apples/apple_837.jpg,255,255,255,0
train/apples/apple_84.jpg,255,255,255,0
train/apples/apple_840.jpg,235,92,88,0
train/apples/apple_842.jpg,255,255,255,0
train/apples/apple_844.jpg,255,255,255,0
train/apples/apple_845.jpg,255,255,255,0
train/apples/apple_846.jpg,255,255,255,0
train/apples/apple_847.jpg,255,255,255,0
train/apples/apple_848.jpg,152,44,42,0
train/apples/apple_85.jpg,208,98,83,0
train/apples/apple_851.jpg,154,35,27,0
train/apples/apple_852.jpg,186,50,60,0
train/apples/apple_853.jpg,144,30,38,0
train/apples/apple_855.jpg,255,255,255,0
train/apples/apple_858.jpg,255,255,255,0
train/apples/apple_859.jpg,185,38,28,0
train/apples/apple_860.jpg,184,56,57,0
train/apples/apple_862.jpg,163,77,78,0
train/apples/apple_864.jpg,161,34,25,0
train/apples/apple_865.jpg,250,250,250,0
train/apples/apple_866.jpg,189,96,62,0
train/apples/apple_867.jpg,255,255,255,0
train/apples/apple_87.jpg,255,255,255,0
train/apples/apple_871.jpg,255,255,255,0
train/apples/apple_872.jpg,124,30,30,0
train/apples/apple_873.jpg,255,255,255,0
train/apples/apple_875.jpg,180,50,50,0
train/apples/apple_876.jpg,158,32,36,0
train/apples/apple_877.jpg,155,60,58,0
train/apples/apple_878.jpg,177,48,42,0
train/apples/apple_879.jpg,255,255,255,0
train/apples/apple_88.jpg,255,255,255,0
train/apples/apple_880.jpg,129,50,55,0
train/apples/apple_881.jpg,169,38,30,0
train/apples/apple_882.jpg,255,255,255,0
train/apples/apple_884.jpg,255,255,255,0
train/apples/apple_885.jpg,220,220,220,0
train/apples/apple_886.jpg,255,255,255,0
train/apples/apple_887.jpg,241,136,68,0
train/apples/apple_888.jpg,181,59,70,0
train/apples/apple_889.jpg,170,63,55,0
train/apples/apple_89.jpg,255,255,255,0
train/apples/apple_896.jpg,175,64,55,0
train/apples/apple_897.jpg,255,255,255,0
train/apples/apple_898.jpg,166,52,41,0
train/apples/apple_90.jpg,255,255,255,0
train/apples/apple_900.jpg,244,182,169,0
train/apples/apple_906.jpg,238,111,76,0
train/apples/apple_908.jpg,255,255,255,0
train/apples/apple_91.jpg,255,255,255,0
train/apples/apple_910.jpg,156,66,66,0
train/apples/apple_912.jpg,152,55,48,0
train/apples/apple_915.jpg,101,16,9,0
train/apples/apple_918.jpg,147,53,54,0
train/apples/apple_919.jpg,127,22,16,0
train/apples/apple_920.jpg,78,98,61,0
train/apples/apple_922.jpg,255,255,255,0
train/apples/apple_924.jpg,255,255,255,0
train/apples/apple_925.jpg,255,255,255,0
train/apples/apple_926.jpg,255,255,255,0
train/apples/apple_93.jpg,158,40,40,0
train/apples/apple_933.jpg,116,44,47,0
train/apples/apple_935.jpg,165,33,29,0
train/apples/apple_936.jpg,205,114,95,0
train/apples/apple_937.jpg,189,65,67,0
train/apples/apple_938.jpg,222,112,59,0
train/apples/apple_941.jpg,199,87,85,0
train/apples/apple_943.jpg,180,74,60,0
train/apples/apple_945.jpg,255,255,255,0
train/apples/apple_947.jpg,160,46,46,0
train/apples/apple_948.jpg,151,45,55,0
train/apples/apple_949.jpg,255,255,255,0
train/apples/apple_950.jpg,255,255,255,0
train/apples/apple_952.jpg,255,255,255,0
train/apples/apple_953.jpg,255,255,255,0
train/apples/apple_954.jpg,255,255,255,0
train/apples/apple_956.jpg,184,60,60,0
train/apples/apple_957.jpg,255,255,255,0
train/apples/apple_958.jpg,142,31,40,0
train/apples/apple_959.jpg,255,255,255,0
train/apples/apple_96.jpg,154,35,27,0
train/apples/apple_961.jpg,255,255,255,0
train/apples/apple_964.jpg,255,255,255,0
train/apples/apple_967.jpg,255,255,255,0
train/apples/apple_97.jpg,186,50,60,0
train/apples/apple_972.jpg,255,255,255,0
train/apples/apple_973.jpg,255,255,255,0
train/apples/apple_975.jpg,255,255,255,0
train/apples/apple_979.jpg,255,255,255,0
train/apples/apple_98.jpg,122,27,35,0
train/apples/apple_981.jpg,255,255,255,0
train/apples/apple_989.jpg,142,71,77,0
train/apples/apple_990.jpg,169,62,68,0
train/apples/apple_992.jpg,255,255,255,0
train/apples/apple_993.jpg,255,255,255,0
train/apples/apple_994.jpg,255,255,255,0
train/apples/apple_998.jpg,255,255,255,0
train/apples/apple_999.jpg,173,36,26,0
train/apples/apples_10.jpg,80,108,59,0
train/apples/apples_100.jpg,4,4,4,0
train/apples/apples_12.jpg,233,69,119,0
train/apples/apples_122.jpg,174,66,82,0
train/apples/apples_129.jpg,189,195,181,0
train/apples/apples_134.jpg,6,8,3,0
train/apples/apples_138.jpg,217,222,226,0
train/apples/apples_140.jpg,94,25,28,0
train/apples/apples_141.jpg,189,183,157,0
train/apples/apples_143.jpg,252,251,249,0
train/apples/apples_15.jpg,31,47,11,0
train/apples/apples_157.jpg,254,254,254,0
train/apples/apples_159.jpg,230,237,255,0
train/apples/apples_160.jpg,145,49,53,0
train/apples/apples_162.jpg,129,121,85,0
train/apples/apples_165.jpg,24,37,30,0
train/apples/apples_176.jpg,157,125,100,0
train/apples/apples_181.jpg,158,3,1,0
train/apples/apples_189.jpg,255,255,255,0
train/apples/apples_200.jpg,163,154,63,0
train/apples/apples_204.jpg,208,104,113,0
train/apples/apples_206.jpg,62,109,189,0
train/apples/apples_207.jpg,157,3,5,0
train/apples/apples_214.jpg,59,36,44,0
train/apples/apples_218.jpg,167,13,101,0
train/apples/apples_220.jpg,255,255,255,0
train/apples/apples_221.jpg,172,7,3,0
train/apples/apples_224.jpg,120,2,0,0
train/apples/apples_226.jpg,86,84,36,0
train/apples/apples_227.jpg,103,9,7,0
train/apples/apples_229.jpg,77,41,17,0
train/apples/apples_235.jpg,255,255,255,0
train/apples/apples_238.jpg,121,61,63,0
train/apples/apples_239.jpg,255,255,255,0
train/apples/apples_241.jpg,55,43,27,0
train/apples/apples_242.jpg,233,230,221,0
train/apples/apples_245.jpg,75,88,9,0
train/apples/apples_246.jpg,139,31,31,0
train/apples/apples_249.jpg,30,30,30,0
train/apples/apples_253.jpg,229,226,217,0
train/apples/apples_254.jpg,185,202,254,0
train/apples/apples_255.jpg,83,11,15,0
train/apples/apples_261.jpg,203,70,55,0
train/apples/apples_268.jpg,103,9,7,0
train/apples/apples_276.jpg,255,255,255,0
train/apples/apples_279.jpg,255,255,255,0
train/apples/apples_281.jpg,181,30,37,0
train/apples/apples_282.jpg,43,72,50,0
train/apples/apples_284.jpg,36,48,28,0
train/apples/apples_285.jpg,42,69,0,0
train/apples/apples_286.jpg,24,38,15,0
train/apples/apples_287.jpg,187,39,29,0
train/apples/apples_295.jpg,255,255,255,0
train/apples/apples_298.jpg,166,0,0,0
train/apples/apples_30.jpg,209,224,255,0
train/apples/apples_300.jpg,255,255,255,0
train/apples/apples_302.jpg,0,0,0,0
train/apples/apples_303.jpg,248,248,248,0
train/apples/apples_306.jpg,255,255,255,0
train/apples/apples_307.jpg,198,52,62,0
train/apples/apples_311.jpg,93,101,0,0
train/apples/apples_313.jpg,10,22,0,0
train/apples/apples_323.jpg,0,11,0,0
train/apples/apples_325.jpg,255,255,255,0
train/apples/apples_335.jpg,255,255,255,0
train/apples/apples_340.jpg,25,75,2,0
train/apples/apples_341.jpg,173,13,25,0
train/apples/apples_351.jpg,101,141,88,0
train/apples/apples_360.jpg,113,16,9,0
train/apples/apples_361.jpg,151,11,20,0
train/apples/apples_362.jpg,93,127,32,0
train/apples/apples_365.jpg,0,0,0,0
train/apples/apples_369.jpg,42,69,0,0
train/apples/apples_373.jpg,37,53,24,0
train/apples/apples_377.jpg,91,123,58,0
train/apples/apples_380.jpg,54,97,70,0
train/apples/apples_381.jpg,162,182,180,0
train/apples/apples_400.jpg,17,7,6,0
train/apples/apples_415.jpg,23,19,36,0
train/apples/apples_417.jpg,151,11,20,0
train/apples/apples_422.jpg,254,254,254,0
train/apples/apples_425.jpg,255,255,255,0
train/apples/apples_427.jpg,254,254,254,0
train/apples/apples_428.jpg,255,255,255,0
train/apples/apples_43.jpg,198,199,181,0
train/apples/apples_430.jpg,255,255,255,0
train/apples/apples_432.jpg,255,255,255,0
train/apples/apples_442.jpg,218,184,147,0
train/apples/apples_443.jpg,184,0,0,0
train/apples/apples_448.jpg,255,255,255,0
train/apples/apples_455.jpg,60,1,3,0
train/apples/apples_461.jpg,77,76,71,0
train/apples/apples_462.jpg,255,255,255,0
train/apples/apples_463.jpg,142,50,61,0
train/apples/apples_464.jpg,107,22,29,0
train/apples/apples_466.jpg,200,0,36,0
train/apples/apples_467.jpg,130,124,126,0
train/apples/apples_48.jpg,156,0,21,0
train/apples/apples_482.jpg,255,255,255,0
train/apples/apples_488.jpg,60,1,3,0
train/apples/apples_489.jpg,46,90,39,0
train/apples/apples_491.jpg,253,253,253,0
train/apples/apples_494.jpg,31,46,23,0
train/apples/apples_495.jpg,79,64,45,0
train/apples/apples_497.jpg,157,174,0,0
train/apples/apples_501.jpg,69,49,25,0
train/apples/apples_502.jpg,93,102,55,0
train/apples/apples_504.jpg,130,124,126,0
train/apples/apples_505.jpg,77,76,71,0
train/apples/apples_507.jpg,255,255,255,0
train/apples/apples_513.jpg,129,3,24,0
train/apples/apples_516.jpg,255,255,255,0
train/apples/apples_519.jpg,116,128,80,0
train/apples/apples_521.jpg,255,255,255,0
train/apples/apples_522.jpg,123,30,49,0
train/apples/apples_524.jpg,137,39,0,0
train/apples/apples_525.jpg,60,70,1,0
train/apples/apples_526.jpg,0,5,0,0
train/apples/apples_534.jpg,61,1,1,0
train/apples/apples_535.jpg,42,72,0,0
train/apples/apples_537.jpg,21,20,18,0
train/apples/apples_54.jpg,11,11,13,0
train/apples/apples_563.jpg,169,51,63,0
train/apples/apples_573.jpg,40,36,33,0
train/apples/apples_574.jpg,102,1,7,0
train/apples/apples_588.jpg,204,49,57,0
train/apples/apples_601.jpg,146,12,23,0
train/apples/apples_628.jpg,0,0,0,0
train/apples/apples_645.jpg,5,5,5,0
train/apples/apples_646.jpg,169,37,50,0
train/apples/apples_647.jpg,18,0,0,0
train/apples/apples_667.jpg,76,89,45,0
train/apples/apples_67.jpg,98,0,0,0
train/apples/apples_687.jpg,108,171,251,0
train/apples/apples_695.jpg,16,21,15,0
train/apples/apples_73.jpg,46,77,61,0
train/apples/apples_739.jpg,14,17,26,0
train/apples/apples_779.jpg,14,16,2,0
train/apples/apples_782.jpg,39,0,1,0
train/apples/apples_792.jpg,159,15,14,0
train/apples/apples_796.jpg,162,81,0,0
train/apples/apples_798.jpg,78,99,0,0
train/apples/apples_816.jpg,144,12,10,0
train/apples/apples_832.jpg,197,201,212,0
train/apples/apples_835.jpg,118,70,48,0
train/apples/apples_843.jpg,54,111,56,0
train/apples/apples_866.jpg,61,88,33,0
train/apples/apples_887.jpg,82,3,6,0
train/apples/apples_888.jpg,109,34,28,0
train/apples/apples_890.jpg,22,31,14,0
train/apples/apples_898.jpg,4,5,0,0
train/apples/apples_901.jpg,205,209,212,0
train/apples/apples_903.jpg,11,12,4,0
train/apples/apples_905.jpg,186,149,105,0
train/apples/apples_910.jpg,55,69,33,0
train/apples/apples_917.jpg,209,206,191,0
train/apples/apples_932.jpg,124,12,11,0
train/apples/apples_951.jpg,255,255,255,0
train/apples/download (1).jpg,162,100,89,0
train/apples/download (10).jpg,37,0,0,0
train/apples/download (11).jpg,144,105,64,0
train/apples/download (12).jpg,126,151,59,0
train/apples/download (13).jpg,157,28,32,0
train/apples/download (14).jpg,124,13,20,0
train/apples/download (15).jpg,255,255,255,0
train/apples/download (16).jpg,255,255,255,0
train/apples/download (17).jpg,255,255,255,0
train/apples/download (18).jpg,41,39,40,0
train/apples/download (19).jpg,255,255,255,0
train/apples/download (2).jpg,255,28,84,0
train/apples/download (20).jpg,255,255,255,0
train/apples/download (21).jpg,255,255,255,0
train/apples/download (22).jpg,255,255,255,0
train/apples/download (23).jpg,255,255,255,0
train/apples/download (24).jpg,255,255,255,0
train/apples/download (25).jpg,117,0,0,0
train/apples/download (26).jpg,103,0,0,0
train/apples/download (27).jpg,123,145,37,0
train/apples/download (28).jpg,135,170,44,0
train/apples/download (29).jpg,109,98,70,0
train/apples/download (3).jpg,99,10,16,0
train/apples/download (30).jpg,28,51,0,0
train/apples/download (31).jpg,126,151,59,0
train/apples/download (32).jpg,123,145,37,0
train/apples/download (33).jpg,135,170,44,0
train/apples/download (34).jpg,109,98,70,0
train/apples/download (35).jpg,28,51,0,0
train/apples/download (36).jpg,169,132,62,0
train/apples/download (37).jpg,107,119,71,0
train/apples/download (38).jpg,10,0,0,0
train/apples/download (39).jpg,114,98,72,0
train/apples/download (4).jpg,92,18,31,0
train/apples/download (40).jpg,11,22,6,0
train/apples/download (41).jpg,252,251,249,0
train/apples/download (42).jpg,21,21,19,0
train/apples/download (43).jpg,129,102,23,0
train/apples/download (44).jpg,55,80,0,0
train/apples/download (45).jpg,127,128,132,0
train/apples/download (46).jpg,76,74,33,0
train/apples/download (47).jpg,40,69,2,0
train/apples/download (48).jpg,127,154,59,0
train/apples/download (49).jpg,71,97,58,0
train/apples/download (5).jpg,107,16,21,0
train/apples/download (50).jpg,91,97,63,0
train/apples/download (51).jpg,0,5,0,0
train/apples/download (52).jpg,241,255,255,0
train/apples/download (53).jpg,100,118,58,0
train/apples/download (54).jpg,0,5,0,0
train/apples/download (55).jpg,0,8,0,0
train/apples/download (56).jpg,47,43,42,0
train/apples/download (57).jpg,78,0,0,0
train/apples/download (58).jpg,34,15,8,0
train/apples/download (59).jpg,103,0,0,0
train/apples/download (6).jpg,18,0,0,0
train/apples/download (60).jpg,0,1,0,0
train/apples/download (61).jpg,83,0,0,0
train/apples/download (62).jpg,0,1,0,0
train/apples/download (63).jpg,137,123,149,0
train/apples/download (64).jpg,118,0,0,0
train/apples/download (65).jpg,33,53,16,0
train/apples/download (66).jpg,255,255,255,0
train/apples/download (67).jpg,119,0,0,0
train/apples/download (68).jpg,45,32,39,0
train/apples/download (69).jpg,78,0,0,0
train/apples/download (7).jpg,64,67,0,0
train/apples/download (70).jpg,137,7,19,0
train/apples/download (71).jpg,127,32,40,0
train/apples/download (72).jpg,110,0,0,0
train/apples/download (73).jpg,126,123,116,0
train/apples/download (74).jpg,83,0,0,0
train/apples/download (75).jpg,255,255,255,0
train/apples/download (76).jpg,137,123,149,0
train/apples/download (77).jpg,200,36,61,0
train/apples/download (78).jpg,117,0,0,0
train/apples/download (79).jpg,0,1,0,0
train/apples/download (8).jpg,104,41,24,0
train/apples/download (80).jpg,255,104,127,0
train/apples/download (9).jpg,28,64,20,0
train/apples/download.jpg,162,82,59,0
train/apples/images (1).jpg,149,30,34,0
train/apples/images (10).jpg,110,106,68,0
train/apples/images (100).jpg,154,119,100,0
train/apples/images (11).jpg,255,255,255,0
train/apples/images (12).jpg,244,245,250,0
train/apples/images (13).jpg,255,255,255,0
train/apples/images (14).jpg,253,253,251,0
train/apples/images (15).jpg,255,255,255,0
train/apples/images (17).jpg,137,0,18,0
train/apples/images (18).jpg,128,140,156,0
train/apples/images (19).jpg,255,255,255,0
train/apples/images (2).jpg,36,17,10,0
train/apples/images (20).jpg,183,50,113,0
train/apples/images (21).jpg,255,91,98,0
train/apples/images (22).jpg,255,255,255,0
train/apples/images (23).jpg,185,142,123,0
train/apples/images (24).jpg,50,79,48,0
train/apples/images (25).jpg,255,255,255,0
train/apples/images (26).jpg,255,255,255,0
train/apples/images (27).jpg,165,174,179,0
train/apples/images (28).jpg,37,38,40,0
train/apples/images (29).jpg,246,246,244,0
train/apples/images (3).jpg,183,42,50,0
train/apples/images (30).jpg,255,255,255,0
train/apples/images (31).jpg,162,180,180,0
train/apples/images (32).jpg,4,0,0,0
train/apples/images (33).jpg,229,218,212,0
train/apples/images (34).jpg,100,21,16,0
train/apples/images (35).jpg,88,0,0,0
train/apples/images (36).jpg,126,116,127,0
train/apples/images (37).jpg,255,255,255,0
train/apples/images (38).jpg,6,96,26,0
train/apples/images (39).jpg,6,19,2,0
train/apples/images (4).jpg,144,0,0,0
train/apples/images (40).jpg,43,48,42,0
train/apples/images (41).jpg,194,144,119,0
train/apples/images (42).jpg,169,164,161,0
train/apples/images (43).jpg,221,223,202,0
train/apples/images (44).jpg,81,0,6,0
train/apples/images (45).jpg,129,26,53,0
train/apples/images (46).jpg,37,26,20,0
train/apples/images (47).jpg,81,12,41,0
train/apples/images (48).jpg,167,41,52,0
train/apples/images (49).jpg,229,130,176,0
train/apples/images (5).jpg,67,100,45,0
train/apples/images (50).jpg,102,0,0,0
train/apples/images (51).jpg,186,75,84,0
train/apples/images (52).jpg,142,125,117,0
train/apples/images (53).jpg,112,4,20,0
